gene,uniprot,text_call,confidence,text_dead_final,rationale_pass2,func_excerpt
WNK2,Q9Y3S1,active,high,False,,"Serine/threonine-protein kinase component of the WNK2-SPAK/OSR1 kinase cascade, which plays an important role in the reg"
MAPK3,P27361,active,high,False,,Serine/threonine kinase which acts as an essential component of the MAP kinase signal transduction pathway. MAPK1/ERK2 a
GRK2,P25098,active,high,False,,Specifically phosphorylates the activated forms of G protein-coupled receptors. Such receptor phosphorylation initiates 
MOS,P00540,active,high,False,,Serine/threonine kinase involved in the regulation of MAPK signaling. Is an activator of the ERK1/2 signaling cascade pl
IKBKB,O14920,active,high,False,,Serine kinase that plays an essential role in the NF-kappa-B signaling pathway which is activated by multiple stimuli su
MAPKAPK3,Q16644,active,high,False,,"Stress-activated serine/threonine-protein kinase involved in cytokines production, endocytosis, cell migration, chromati"
ROCK1,Q13464,active,high,False,,Protein kinase which is a key regulator of the actin cytoskeleton and cell polarity. Involved in regulation of smooth mu
CDK13,Q14004,active,high,False,,Cyclin-dependent kinase which displays CTD kinase activity and is required for RNA splicing. Has CTD kinase activity by 
MAPK7,Q13164,active,high,False,,"Plays a role in various cellular processes such as proliferation, differentiation and cell survival. The upstream activa"
CDC42BPB,Q9Y5S2,active,high,False,,Serine/threonine-protein kinase which is an important downstream effector of CDC42 and plays a role in the regulation of
MAP2K1,Q02750,active,high,False,,Dual specificity protein kinase which acts as an essential component of the MAP kinase signal transduction pathway. Bind
CDK18,Q07002,ambiguous,high,False,,May play a role in signal transduction cascades in terminally differentiated cells.
MAP2K2,P36507,active,high,False,,Catalyzes the concomitant phosphorylation of a threonine and a tyrosine residue in a Thr-Glu-Tyr sequence located in MAP
CAMKK1,Q8N5S9,active,high,False,,Calcium/calmodulin-dependent protein kinase that belongs to a proposed calcium-triggered signaling cascade involved in a
MAST3,O60307,active,high,False,,"Serine/threonine kinase that phosphorylates ARPP19 at 'Ser-62', resulting in protein phosphatase 2A (PP2A) inhibition by"
MAST2,Q6P0Q8,ambiguous,med,False,,Appears to link the dystrophin/utrophin network with microtubule filaments via the syntrophins. Phosphorylation of DMD o
ROCK2,O75116,active,high,False,,Protein kinase which is a key regulator of actin cytoskeleton and cell polarity. Involved in regulation of smooth muscle
CHUK,O15111,active,high,False,,Serine kinase that plays an essential role in the NF-kappa-B signaling pathway which is activated by multiple stimuli su
CDK12,Q9NYV4,active,high,False,,Cyclin-dependent kinase that phosphorylates the C-terminal domain (CTD) of the large subunit of RNA polymerase II (POLR2
CDC42BPA,Q5VT25,active,high,False,,Serine/threonine-protein kinase which is an important downstream effector of CDC42 and plays a role in the regulation of
CDK9,P50750,active,high,False,,Protein kinase involved in the regulation of transcription. Member of the cyclin-dependent kinase pair (CDK9/cyclin-T) c
CDK15,Q96Q40,active,high,False,,Serine/threonine-protein kinase that acts like an antiapoptotic protein that counters TRAIL/TNFSF10-induced apoptosis by
TLK2,Q86UE8,active,high,False,,"Serine/threonine-protein kinase involved in the process of chromatin assembly and probably also DNA replication, transcr"
CDK7,P50613,active,high,False,,Serine/threonine kinase involved in cell cycle control and in RNA polymerase II-mediated RNA transcription. As a cyclin-
MAST1,Q9Y2H9,ambiguous,med,False,,Microtubule-associated protein essential for correct brain development. Appears to link the dystrophin/utrophin network 
CDK11B,P21127,active,high,False,,Cyclin-dependent protein kinase that acts as a regulator of transcription and pre-mRNA splicing. Acts as a key regulator
MAPK10,P53779,active,high,False,,"Serine/threonine-protein kinase involved in various processes such as neuronal proliferation, differentiation, migration"
LRRK1,Q38SD2,active,high,False,,Serine/threonine-protein kinase which phosphorylates RAB proteins involved in intracellular trafficking. Phosphorylates 
NLK,Q9UBE8,active,high,False,,Serine/threonine-protein kinase that regulates a number of transcription factors with key roles in cell fate determinati
CDK4,P11802,active,high,False,,Ser/Thr-kinase component of cyclin D-CDK4 (DC) complexes that phosphorylate and inhibit members of the retinoblastoma (R
EIF2AK2,P19525,active,high,False,,IFN-induced dsRNA-dependent serine/threonine-protein kinase that phosphorylates the alpha subunit of eukaryotic translat
CDK11A,Q9UQ88,active,high,False,,Cyclin-dependent protein kinase that acts as a regulator of transcription and pre-mRNA splicing. Acts as a key regulator
TLK1,Q9UKI8,active,high,False,,Rapidly and transiently inhibited by phosphorylation following the generation of DNA double-stranded breaks during S-pha
MAPK12,P53778,active,high,False,,Serine/threonine kinase which acts as an essential component of the MAP kinase signal transduction pathway. MAPK12 is on
LRRK2,Q5S007,active,high,False,,Serine/threonine-protein kinase which phosphorylates a broad range of proteins involved in multiple processes such as ne
CDK14,O94921,active,high,False,,"Serine/threonine-protein kinase involved in the control of the eukaryotic cell cycle, whose activity is controlled by an"
CDC42BPG,Q6DT37,ambiguous,med,False,,May act as a downstream effector of CDC42 in cytoskeletal reorganization. Contributes to the actomyosin contractility re
MAPK11,Q15759,active,high,False,,Serine/threonine kinase which acts as an essential component of the MAP kinase signal transduction pathway. MAPK11 is on
STK38L,Q9Y2H1,ambiguous,low,False,,Involved in the regulation of structural processes in differentiating and mature neuronal cells..
STK38,Q15208,active,high,False,,Serine/threonine-protein kinase that acts as a negative regulator of MAP3K1/2 signaling. Converts MAP3K2 from its phosph
MAPK15,Q8TD08,active,high,False,,"Atypical MAPK protein that regulates several process such as autophagy, ciliogenesis, protein trafficking/secretion and "
LATS2,Q9NRM7,active,high,False,,Negative regulator of YAP1 in the Hippo signaling pathway that plays a pivotal role in organ size control and tumor supp
MAPK14,Q16539,active,high,False,,Serine/threonine kinase which acts as an essential component of the MAP kinase signal transduction pathway. MAPK14 is on
MAPK8,P45983,active,high,False,,"Serine/threonine-protein kinase involved in various processes such as cell proliferation, differentiation, migration, tr"
LATS1,O95835,active,high,False,,Negative regulator of YAP1 in the Hippo signaling pathway that plays a pivotal role in organ size control and tumor supp
MAPK9,P45984,active,high,False,,"Serine/threonine-protein kinase involved in various processes such as cell proliferation, differentiation, migration, tr"
CIT,O14578,active,high,False,,Plays a role in cytokinesis. Required for KIF14 localization to the central spindle and midbody. Putative RHO/RAC effect
CDK10,Q15131,active,high,False,,Cyclin-dependent kinase that phosphorylates the transcription factor ETS2 (in vitro) and positively controls its proteas
MAPK13,O15264,active,high,False,,Serine/threonine kinase which acts as an essential component of the MAP kinase signal transduction pathway. MAPK13 is on
MASTL,Q96GX5,active,high,False,,Serine/threonine kinase that plays a key role in M phase by acting as a regulator of mitosis entry and maintenance. Acts
TTK,P33981,active,high,False,,"Involved in mitotic spindle assembly checkpoint signaling, a process that delays anaphase until chromosomes are biorient"
BMPR1B,O00238,active,high,False,,"On ligand binding, forms a receptor complex consisting of two type II and two type I transmembrane serine/threonine kina"
GUCY2F,P51841,active,high,False,,Responsible for the synthesis of cyclic GMP (cGMP) in rods and cones of photoreceptors. Plays an essential role in photo
CDK19,Q9BWU1,ambiguous,med,False,,"Component of the Mediator complex, a transcriptional coactivator required for regulated expression of nearly all RNA pol"
NPR2,P20594,active,high,False,,Receptor for the C-type natriuretic peptide NPPC/CNP hormone. Has guanylate cyclase activity upon binding of its ligand.
MOK,Q9UQ07,active,high,False,,Able to phosphorylate several exogenous substrates and to undergo autophosphorylation. Negatively regulates cilium lengt
NPR1,P16066,inactive,high,False,No statement this protein lacks or lost its own catalytic activity,Receptor for the atrial natriuretic peptide NPPA/ANP and the brain natriuretic peptide NPPB/BNP which are potent vasoact
MLKL,Q8NB16,inactive,high,True,Explicitly states protein does not have protein kinase activity,"Pseudokinase that plays a key role in TNF-induced necroptosis, a programmed cell death process. Does not have protein ki"
EIF2AK1,Q9BQI3,active,high,False,,Metabolic-stress sensing protein kinase that phosphorylates the alpha subunit of eukaryotic translation initiation facto
CDK20,Q8IZL9,active,high,False,,"Required for high-level Shh responses in the developing neural tube. Together with TBC1D32, controls the structure of th"
CDK8,P49336,ambiguous,med,False,,"Component of the Mediator complex, a coactivator involved in regulated gene transcription of nearly all RNA polymerase I"
SBK1,Q52WX2,ambiguous,high,False,,May be involved in signal-transduction pathways related to the control of brain development..
ILK,Q13418,inactive,high,False,"Describes scaffold role, no statement of lost/lacking catalytic activity",Scaffold protein which mediates protein-protein interactions during a range of cellular events including focal adhesion 
DMPK,Q09013,active,high,False,,Non-receptor serine/threonine protein kinase which is necessary for the maintenance of skeletal muscle structure and fun
TRIO,O75962,active,high,False,,"Guanine nucleotide exchange factor (GEF) for RHOA and RAC1 GTPases. Involved in coordinating actin remodeling, which is "
EIF2AK3,Q9NZJ5,active,high,False,,Metabolic-stress sensing protein kinase that phosphorylates the alpha subunit of eukaryotic translation initiation facto
HIPK4,Q8NE63,active,high,False,,"Protein kinase that phosphorylates human TP53 at Ser-9, and thus induces TP53 repression of BIRC5 promoter (By similarit"
DYRK3,O43781,active,high,False,,"Dual-specificity protein kinase that promotes disassembly of several types of membraneless organelles during mitosis, su"
TGFBR1,P36897,active,high,False,,"Transmembrane serine/threonine kinase forming with the TGF-beta type II serine/threonine kinase receptor, TGFBR2, the no"
STK16,O75716,active,high,False,,Membrane-associated protein kinase that phosphorylates on serine and threonine residues. In vitro substrates include DRG
MAP3K8,P41279,inactive,high,False,Describes signaling roles; no statement this protein lacks its own catalytic activity,"Required for lipopolysaccharide (LPS)-induced, TLR4-mediated activation of the MAPK/ERK pathway in macrophages, thus bei"
PASK,Q96RG2,active,high,False,,"Serine/threonine-protein kinase involved in energy homeostasis and protein translation. Phosphorylates EEF1A1, GYS1, PDX"
GSK3A,P49840,active,high,False,,"Constitutively active protein kinase that acts as a negative regulator in the hormonal control of glucose homeostasis, W"
TGFBR2,P37173,active,high,False,,"Transmembrane serine/threonine kinase forming with the TGF-beta type I serine/threonine kinase receptor, TGFBR1, the non"
ACVR1,Q04771,active,high,False,,"Bone morphogenetic protein (BMP) type I receptor that is involved in a wide variety of biological processes, including b"
CAMKV,Q8NCB2,inactive,high,True,Direct statement this protein lacks detectable kinase activity,Does not appear to have detectable kinase activity.
