target_acc,gene,home_family_name,mr_top_class,expected_cofactor,experimental_channel,channel_note,cofactor_predicted,cofactor_observed,n_cof_observed,cofactor_concordance,override_pos,metabolite_relevance
Q13164,MAPK7,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;folinic_acid,4,predicted_not_measurable,False,0.4046
Q9Y5S2,CDC42BPB,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,FAD;FMN;PQQ;ascorbic_acid,4,no_prediction,False,0.22995
Q02750,MAP2K1,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;FMN;PLP,3,predicted_not_measurable,True,0.595
O15021,MAST4,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;THF,4,no_prediction,False,0.2835
Q07002,CDK18,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN,3,predicted_not_measurable,False,0.3510499999999999
P36507,MAP2K2,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;MeB12;NADPH;PLP;PQQ;folinic_acid,8,predicted_not_measurable,True,0.595
Q8N5S9,CAMKK1,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;FMN;PQQ;THF;folinic_acid,5,predicted_not_measurable,False,0.43434999999999996
O60307,MAST3,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,FAD;PQQ;TPP,3,no_prediction,False,0.2835
Q6P0Q8,MAST2,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;NADH;PQQ,5,no_prediction,False,0.2835
O75116,ROCK2,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;PLP;PQQ,5,no_prediction,False,0.27405
O15111,CHUK,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;FMN;PLP;PQQ;TPP,5,predicted_not_measurable,False,0.3332
Q9NYV4,CDK12,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;FMN;PQQ;THF;TPP;folinic_acid,6,predicted_not_measurable,False,0.3689
Q5VT25,CDC42BPA,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,FAD;FMN;NADP;PLP,4,no_prediction,False,0.22995
P50750,CDK9,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;NADH;NADPH;PLP;PQQ;biotin;folinic_acid,8,predicted_not_measurable,False,0.3213
Q96Q40,CDK15,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.3510499999999999
Q86UE8,TLK2,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;PLP,4,predicted_not_measurable,False,0.42244999999999994
P50613,CDK7,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;PLP;PQQ,5,predicted_not_measurable,False,0.357
Q9Y2H9,MAST1,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,FAD,1,no_prediction,False,0.2835
P21127,CDK11B,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;MeB12;NADH;PLP;biotin,7,predicted_not_measurable,False,0.3510499999999999
P53779,MAPK10,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.4105499999999999
Q38SD2,LRRK1,Ras-family GTPase (HRAS),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,False,0.0
Q9UBE8,NLK,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.3689
P11802,CDK4,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;NADPH;PQQ;THF;TPP;ascorbic_acid,8,predicted_not_measurable,False,0.38675
P19525,EIF2AK2,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;PLP;PQQ;folinic_acid,6,predicted_not_measurable,False,0.26775
Q9UQ88,CDK11A,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.3510499999999999
Q9UKI8,TLK1,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FMN;NADPH;PLP;PQQ,4,predicted_not_measurable,False,0.42244999999999994
P53778,MAPK12,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;THF;ascorbic_acid,4,predicted_not_measurable,False,0.3808
Q5S007,LRRK2,Rho-family GTPase (RHOA),nucleotide(GTP/GDP),GTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",GTP,,0,predicted_not_measurable,False,0.0
O94921,CDK14,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,PQQ,1,predicted_not_measurable,False,0.3510499999999999
Q6DT37,CDC42BPG,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,PLP,1,no_prediction,False,0.22995
Q15759,MAPK11,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.37484999999999996
Q9Y2H1,STK38L,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;PLP;PQQ;THF,6,no_prediction,False,0.27405
Q15208,STK38,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,FAD;FMN;NADH;PQQ;THF,5,no_prediction,False,0.27405
Q8TD08,MAPK15,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FMN;NADH;NADPH;THF;TPP;ascorbic_acid;folinic_acid,8,predicted_not_measurable,False,0.48789999999999994
Q9NRM7,LATS2,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,PQQ,1,predicted_not_measurable,False,0.2975
Q16539,MAPK14,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FMN;ascorbic_acid;folinic_acid,4,predicted_not_measurable,False,0.3808
P45983,MAPK8,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;FMN;NADH;THF,4,predicted_not_measurable,False,0.43434999999999996
O95835,LATS1,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;PLP;folinic_acid,5,predicted_not_measurable,False,0.10115
P45984,MAPK9,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;MeB12;PLP;PQQ;THF;ascorbic_acid,8,predicted_not_measurable,False,0.42244999999999994
O14578,CIT,receptor protein-tyrosine kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;FMN;PLP;PQQ,4,predicted_not_measurable,True,0.2517888888888889
Q15131,CDK10,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,PLP,1,predicted_not_measurable,False,0.3510499999999999
O15264,MAPK13,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.3808
Q96GX5,MASTL,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,FAD;FMN;MeB12;NADH;PLP;PQQ;ascorbic_acid,7,no_prediction,False,0.27405
P33981,TTK,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;NADPH;PLP;PQQ;THF,7,predicted_not_measurable,False,0.42244999999999994
O00238,BMPR1B,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.3213
P51841,GUCY2F,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,True,0.238
Q96LW2,RSKR,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,True,0.189
Q9BWU1,CDK19,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FMN,1,predicted_not_measurable,False,0.2975
P20594,NPR2,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,True,0.28559999999999997
Q9UQ07,MOK,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.4522
P16066,NPR1,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,True,0.3094
Q8NB16,MLKL,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,True,0.3249644444444444
Q9BQI3,EIF2AK1,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;NAD;PQQ,4,predicted_not_measurable,False,0.238
Q8IZL9,CDK20,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,PQQ,1,predicted_not_measurable,False,0.357
P49336,CDK8,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;FMN;PQQ,3,predicted_not_measurable,False,0.2975
Q52WX2,SBK1,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;FMN,2,predicted_not_measurable,False,0.4522
Q13418,ILK,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,FAD;FMN;MeB12;PQQ;THF;ascorbic_acid,6,no_prediction,True,0.11655
Q09013,DMPK,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.24255000000000002
O75962,TRIO,protein kinase C,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;PLP;PQQ,5,no_prediction,True,0.21105000000000002
Q9NZJ5,EIF2AK3,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.238
Q8NE63,HIPK4,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,True,0.3213
O43781,DYRK3,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.47004999999999997
P36897,TGFBR1,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,True,0.33914999999999995
O75716,STK16,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.3927
P41279,MAP3K8,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.34509999999999996
Q96RG2,PASK,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;NADPH;PQQ,5,predicted_not_measurable,False,0.42244999999999994
P49840,GSK3A,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;PQQ;THF;TPP;ascorbic_acid,7,predicted_not_measurable,False,0.37484999999999996
P37173,TGFBR2,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,True,0.3332
Q04771,ACVR1,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.2975
Q8N165,PDIK1L,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,True,0.3094
Q8NCB2,CAMKV,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,PQQ;folinic_acid,2,predicted_not_measurable,True,0.3532222222222222
Q96KB5,PBK,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;NADH;NADPH;PLP;PQQ;THF;ascorbic_acid,9,predicted_not_measurable,False,0.4105499999999999
Q14164,IKBKE,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,True,0.357
P36896,ACVR1B,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,THF,1,predicted_not_measurable,True,0.33914999999999995
P31152,MAPK4,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.42244999999999994
Q9HBH9,MKNK2,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;biotin,2,predicted_not_measurable,True,0.48789999999999994
P49841,GSK3B,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;PLP;THF;TPP;ascorbic_acid,7,predicted_not_measurable,False,0.3689
P36894,BMPR1A,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.3094
P51617,IRAK1,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;PQQ,4,predicted_not_measurable,False,0.33914999999999995
P25092,GUCY2C,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,True,0.28559999999999997
Q8IW41,MAPKAPK5,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;FMN;PLP;PQQ,4,predicted_not_measurable,False,0.48789999999999994
Q8TDR2,STK35,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;FMN;PQQ,3,predicted_not_measurable,True,0.38675
Q9Y463,DYRK1B,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FMN,1,predicted_not_measurable,False,0.44029999999999997
P37023,ACVRL1,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,,0,predicted_not_measurable,False,0.2975
Q92630,DYRK2,phosphorylase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FMN;THF,2,predicted_not_measurable,False,0.4522
Q9HAZ1,CLK4,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FMN;THF,2,predicted_not_measurable,True,0.3510499999999999
Q96C45,ULK4,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FMN;PQQ,2,predicted_not_measurable,True,0.24394999999999997
Q9H2X6,HIPK2,mitogen-activated protein kinase kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;FMN;PQQ,3,predicted_not_measurable,False,0.3332
